slug,family,type,name,name_fr,description_en,description_fr,official_url
linear-algebra,data_analytics_bi,knowledge,Linear Algebra,Algèbre linéaire,Applying mathematical techniques to solve problems in data analysis and machine learning.,Appliquer des techniques mathématiques pour résoudre des problèmes en analyse de données.,
logistics-economics,data_analytics_bi,knowledge,Logistics Economics,Économie de la logistique,An understanding of how logistics impacts economic efficiency and costs within supply chains.,Comprendre comment la logistique influence l'efficacité économique et les coûts dans les chaînes d'approvisionnement.,
metrics-frameworks,data_analytics_bi,knowledge,Metrics Frameworks,Cadres de mesure,Knowledge of different frameworks used to measure and evaluate data analytics performance.,Connaissance des différents cadres pour mesurer et évaluer la performance en analyse de données.,
probability-theory,data_analytics_bi,knowledge,Probability Theory,Théorie des probabilités,Fundamentals of probability theory to assess risks and make data-driven predictions.,Les bases de la théorie des probabilités pour évaluer les risques et faire des prédictions basées sur les données.,
statistics,data_analytics_bi,knowledge,Statistics,Statistiques,Core concepts of statistics for analyzing data and drawing meaningful conclusions.,Les concepts fondamentaux des statistiques pour analyser des données et tirer des conclusions pertinentes.,
kusto-query-language,data_analytics_bi,language,Kusto Query Language,Kusto Query Language,A language used for querying large datasets in Azure Data Explorer.,Un langage pour interroger de grands ensembles de données dans Azure Data Explorer.,
postgis-spatial-sql,data_analytics_bi,language,PostGIS Spatial SQL,PostGIS spatial SQL,An extension of SQL for managing and analyzing spatial data in PostGIS.,Une extension de SQL pour gérer et analyser des données spatiales dans PostGIS.,https://postgis.net
sparql,data_analytics_bi,language,SPARQL,SPARQL,A query language for retrieving and manipulating data stored in RDF format.,Un langage de requête pour extraire et manipuler des données stockées en RDF.,
sql,data_analytics_bi,language,SQL,SQL,A standard language for managing and querying relational databases.,Un langage standard pour gérer et interroger des bases de données relationnelles.,
apache-airflow,data_analytics_bi,tool_platform,Apache Airflow,Apache Airflow,"An open-source platform to programmatically author, schedule, and monitor workflows.","Une plateforme open-source pour créer, planifier et surveiller des flux de travail.",https://airflow.apache.org
apache-flink,data_analytics_bi,tool_platform,Apache Flink,Apache Flink,A framework for stateful stream processing of real-time data.,Un cadre pour le traitement de flux en temps réel avec état.,https://flink.apache.org
apache-spark,data_analytics_bi,tool_platform,Apache Spark,Apache Spark,A unified analytics engine for large-scale data processing.,Un moteur d'analyse unifié pour le traitement de données à grande échelle.,https://spark.apache.org
arcgis,data_analytics_bi,tool_platform,ArcGIS,ArcGIS,A geographic information system for working with maps and spatial data.,Un système d'information géographique pour travailler avec des cartes et des données spatiales.,https://arcgis.com
databricks,data_analytics_bi,tool_platform,Databricks,Databricks,A cloud platform for big data analytics and machine learning.,Une plateforme cloud pour l'analyse de big data et l'apprentissage automatique.,https://databricks.com
dbt,data_analytics_bi,tool_platform,dbt,dbt,A tool for transforming data in the warehouse using SQL-based workflows.,Un outil pour transformer des données dans l'entrepôt en utilisant des flux de travail SQL.,
duckdb,data_analytics_bi,tool_platform,DuckDB,DuckDB,An embedded analytics database designed for fast query execution.,Une base de données analytique intégrée pour des requêtes rapides.,https://duckdb.org
fivetran,data_analytics_bi,tool_platform,Fivetran,Fivetran,A data integration platform that automates data pipelines from various sources.,Une plateforme d'intégration de données qui automatise les pipelines depuis diverses sources.,https://fivetran.com
google-analytics,data_analytics_bi,tool_platform,Google Analytics,Google Analytics,A web analytics service to track and report website traffic.,Un service d'analyse web pour suivre et rapporter le trafic des sites internet.,https://analytics.google.com
google-bigquery,data_analytics_bi,tool_platform,Google BigQuery,Google BigQuery,A fully managed data warehouse for large-scale analytics.,Un entrepôt de données entièrement géré pour l'analyse à grande échelle.,https://cloud.google.com/bigquery
google-earth-engine,data_analytics_bi,tool_platform,Google Earth Engine,Google Earth Engine,A platform for analyzing geospatial data and satellite imagery.,Une plateforme pour analyser des données géospatiales et des images satellites.,https://earthengine.google.com
google-maps-platform,data_analytics_bi,tool_platform,Google Maps Platform,Google Maps Platform,A suite of APIs for integrating maps and location services into applications.,Une suite d'API pour intégrer des cartes et des services de localisation dans des applications.,https://developers.google.com/maps
jupyter,data_analytics_bi,tool_platform,Jupyter,Jupyter,An open-source web application for creating and sharing live code notebooks.,Une application web open-source pour créer et partager des notebooks de code interactifs.,https://jupyter.org
looker,data_analytics_bi,tool_platform,Looker,Looker,A data platform for creating and sharing interactive dashboards and reports.,Une plateforme de données pour créer et partager des tableaux de bord interactifs.,https://looker.com
looker-studio,data_analytics_bi,tool_platform,Looker Studio,Looker Studio,A tool for building and sharing visual analytics and reports.,Un outil pour créer et partager des analyses visuelles et des rapports.,https://looker.com/products/studio
mapbox,data_analytics_bi,tool_platform,Mapbox,Mapbox,A platform for custom map design and geospatial data visualization.,Une plateforme pour la conception de cartes personnalisées et la visualisation de données géospatiales.,https://mapbox.com
metabase,data_analytics_bi,tool_platform,Metabase,Metabase,An open-source business intelligence tool for data visualization and dashboards.,Un outil open-source de business intelligence pour la visualisation de données et les tableaux de bord.,https://metabase.com
mongodb,data_analytics_bi,tool_platform,MongoDB,MongoDB,"MongoDB is a NoSQL database known for its flexibility and scalability, ideal for handling large volumes of unstructured data.","MongoDB est une base de données NoSQL reconnue pour sa flexibilité et sa scalabilité, idéale pour gérer de grands volumes de données non structurées.",https://mongodb.com
mysql,data_analytics_bi,tool_platform,MySQL,MySQL,MySQL is a popular open-source relational database management system used for web applications and data storage.,"MySQL est un système de gestion de bases de données relationnelles open-source, couramment utilisé pour les applications web et le stockage de données.",https://mysql.com
pandas,data_analytics_bi,tool_platform,Pandas,Pandas,"Pandas is a Python library for data manipulation and analysis, providing data structures like DataFrames for easy handling of structured data.","Pandas est une bibliothèque Python pour la manipulation et l’analyse de données, offrant des structures comme DataFrame pour gérer facilement des données structurées.",https://pandas.pydata.org
